StockName,precision_0,precision_1,precision_accuracy,precision_macro avg,precision_weighted avg,recall_0,recall_1,recall_accuracy,recall_macro avg,recall_weighted avg,f1-score_0,f1-score_1,f1-score_accuracy,f1-score_macro avg,f1-score_weighted avg,support_0,support_1,support_accuracy,support_macro avg,support_weighted avg,Matthew
2454,0.5736434108527132,0.7771084337349398,0.688135593220339,0.6753759222938265,0.7005504081758647,0.6666666666666666,0.7010869565217391,0.688135593220339,0.6838768115942029,0.688135593220339,0.6166666666666666,0.7371428571428572,0.688135593220339,0.6769047619047619,0.6918111380145279,111.0,184.0,0.688135593220339,295.0,295.0,0.35915214281293933
2607,0.6851851851851852,0.9323308270676691,0.7966101694915254,0.8087580061264272,0.8317970066408961,0.925,0.7085714285714285,0.7966101694915254,0.8167857142857142,0.7966101694915254,0.7872340425531915,0.8051948051948052,0.7966101694915254,0.7962144238739983,0.7978887322558437,120.0,175.0,0.7966101694915254,295.0,295.0,0.6254922078241845
2634,0.7692307692307693,0.8539325842696629,0.8111111111111111,0.8115816767502161,0.8148756362239509,0.8433734939759037,0.7835051546391752,0.8111111111111111,0.8134393243075395,0.8111111111111111,0.8045977011494253,0.8172043010752688,0.8111111111111111,0.810901001112347,0.8113912577761299,83.0,97.0,0.8111111111111111,180.0,180.0,0.6250182404608617
3682,0.7954545454545454,0.821917808219178,0.8048780487804879,0.8086861768368617,0.8066852959936822,0.8898305084745762,0.6896551724137931,0.8048780487804879,0.7897428404441846,0.8048780487804879,0.8400000000000001,0.75,0.8048780487804879,0.795,0.8018048780487805,118.0,87.0,0.8048780487804879,205.0,205.0,0.5981291154343458
1216,0.70625,0.8222222222222222,0.7593220338983051,0.7642361111111111,0.7683639359698682,0.8248175182481752,0.7025316455696202,0.7593220338983051,0.7636745819088977,0.7593220338983051,0.7609427609427609,0.757679180887372,0.7593220338983051,0.7593109709150665,0.7591948095910611,137.0,158.0,0.7593220338983051,295.0,295.0,0.5279103943756185
1434,0.9302325581395349,0.7865853658536586,0.8498293515358362,0.8584089619965967,0.8625762013632517,0.7741935483870968,0.9347826086956522,0.8498293515358362,0.8544880785413744,0.8498293515358362,0.8450704225352111,0.8543046357615893,0.8498293515358362,0.8496875291484003,0.849419642416577,155.0,138.0,0.8498293515358362,293.0,293.0,0.7128862581651636
2379,0.7272727272727273,0.827027027027027,0.7898305084745763,0.7771498771498772,0.789154208137259,0.7142857142857143,0.8360655737704918,0.7898305084745763,0.775175644028103,0.7898305084745763,0.7207207207207208,0.8315217391304348,0.7898305084745763,0.7761212299255777,0.789454911802001,112.0,183.0,0.7898305084745763,295.0,295.0,0.552321992815883
2455,0.84,0.8424242424242424,0.8413793103448276,0.8412121212121212,0.8413291536050156,0.8015267175572519,0.8742138364779874,0.8413793103448276,0.8378702770176196,0.8413793103448276,0.8203125,0.8580246913580247,0.8413793103448276,0.8391685956790124,0.8409891842273308,131.0,159.0,0.8413793103448276,290.0,290.0,0.679074175376178
2609,0.7083333333333334,0.9367816091954023,0.8435374149659864,0.8225574712643678,0.8621862538118695,0.8854166666666666,0.8232323232323232,0.8435374149659864,0.8543244949494949,0.8435374149659864,0.7870370370370371,0.8763440860215053,0.8435374149659864,0.8316905615292711,0.8471826006388218,96.0,198.0,0.8435374149659864,294.0,294.0,0.6761361197212684
2637,0.4712041884816754,0.9259259259259259,0.6066176470588235,0.6985650572038007,0.7654359009456022,0.9375,0.42613636363636365,0.6066176470588235,0.6818181818181819,0.6066176470588235,0.627177700348432,0.5836575875486382,0.6066176470588235,0.605417643948535,0.59901762736033,96.0,176.0,0.6066176470588235,272.0,272.0,0.38001440853429913
4904,0.7777777777777778,0.6792452830188679,0.7064846416382252,0.7285115303983228,0.723299060539063,0.48091603053435117,0.8888888888888888,0.7064846416382252,0.68490245971162,0.7064846416382252,0.5943396226415095,0.770053475935829,0.7064846416382252,0.6821965492886692,0.6914919920397339,131.0,162.0,0.7064846416382252,293.0,293.0,0.41110749953323167
1218,0.7575757575757576,0.852760736196319,0.8101694915254237,0.8051682468860383,0.8127507790812356,0.8064516129032258,0.8128654970760234,0.8101694915254237,0.8096585549896246,0.8101694915254237,0.7812499999999999,0.8323353293413173,0.8101694915254237,0.8067926646706586,0.8108621739571702,124.0,171.0,0.8101694915254237,295.0,295.0,0.6148104044644906
1702,0.8527131782945736,0.8674698795180723,0.8610169491525423,0.8600915289063229,0.8608668810045068,0.8333333333333334,0.8834355828220859,0.8610169491525423,0.8583844580777096,0.8610169491525423,0.842911877394636,0.8753799392097266,0.8610169491525423,0.8591459083021813,0.8608518573128047,132.0,163.0,0.8610169491525423,295.0,295.0,0.7184739590144279
2408,0.8539325842696629,0.6926829268292682,0.7414965986394558,0.7733077555494656,0.7689200097687746,0.5467625899280576,0.9161290322580645,0.7414965986394558,0.7314458110930611,0.7414965986394558,0.6666666666666666,0.7888888888888888,0.7414965986394558,0.7277777777777776,0.7311035525321238,139.0,155.0,0.7414965986394558,294.0,294.0,0.503014652514895
2459,0.8114754098360656,0.8255813953488372,0.8197278911564626,0.8185284025924514,0.8193920343585395,0.7674418604651163,0.8606060606060606,0.8197278911564626,0.8140239605355885,0.8197278911564626,0.7888446215139442,0.8427299703264096,0.8197278911564626,0.8157872959201768,0.8190863989086952,129.0,165.0,0.8197278911564626,294.0,294.0,0.6325363247281723
2610,0.7518248175182481,0.9050632911392406,0.8338983050847457,0.8284440543287444,0.8437679016908436,0.8728813559322034,0.807909604519774,0.8338983050847457,0.8403954802259888,0.8338983050847457,0.807843137254902,0.853731343283582,0.8338983050847457,0.830787240269242,0.83537606087211,118.0,177.0,0.8338983050847457,295.0,295.0,0.668732746620363
3034,0.8282828282828283,0.8673469387755102,0.8542372881355932,0.8478148835291692,0.8530455017137826,0.7592592592592593,0.9090909090909091,0.8542372881355932,0.8341750841750841,0.8542372881355932,0.7922705314009661,0.8877284595300261,0.8542372881355932,0.8399994954654961,0.8527811502488788,108.0,187.0,0.8542372881355932,295.0,295.0,0.6818535560681845
5388,0.8863636363636364,0.8466257668711656,0.864406779661017,0.8664947016174009,0.8657538260844906,0.823943661971831,0.9019607843137255,0.864406779661017,0.8629522231427782,0.864406779661017,0.854014598540146,0.8734177215189874,0.864406779661017,0.8637161600295667,0.8640779131698502,142.0,153.0,0.864406779661017,295.0,295.0,0.7294383228816124
1227,0.888,0.6,0.7220338983050848,0.744,0.7747525423728814,0.6201117318435754,0.8793103448275862,0.7220338983050848,0.7497110383355807,0.7220338983050848,0.7302631578947367,0.7132867132867132,0.7220338983050848,0.721774935590725,0.7235876745912426,179.0,116.0,0.7220338983050848,295.0,295.0,0.4936780058049243
2330,0.8195488721804511,0.8518518518518519,0.8372881355932204,0.8357003620161515,0.8372881355932204,0.8195488721804511,0.8518518518518519,0.8372881355932204,0.8357003620161515,0.8372881355932204,0.8195488721804511,0.8518518518518519,0.8372881355932204,0.8357003620161515,0.8372881355932204,133.0,162.0,0.8372881355932204,295.0,295.0,0.671400724032303
2412,0.6792452830188679,0.7258064516129032,0.708904109589041,0.7025258673158856,0.70619335662295,0.5853658536585366,0.7988165680473372,0.708904109589041,0.6920912108529369,0.708904109589041,0.62882096069869,0.7605633802816901,0.708904109589041,0.69469217049019,0.7050691418957004,123.0,169.0,0.708904109589041,292.0,292.0,0.3944790949175872
2468,0.7352941176470589,0.8113207547169812,0.7762711864406779,0.77330743618202,0.7778174909234561,0.7692307692307693,0.7818181818181819,0.7762711864406779,0.7755244755244756,0.7762711864406779,0.7518796992481205,0.7962962962962964,0.7762711864406779,0.7740879977722084,0.7767228806479477,130.0,165.0,0.7762711864406779,295.0,295.0,0.548827433756696
2615,0.8166666666666667,0.9371428571428572,0.888135593220339,0.8769047619047619,0.8926279257465698,0.8990825688073395,0.8817204301075269,0.888135593220339,0.8904014994574332,0.888135593220339,0.8558951965065502,0.9085872576177285,0.888135593220339,0.8822412270621394,0.889117987580039,109.0,186.0,0.888135593220339,295.0,295.0,0.7671875499518117
3035,0.8169014084507042,0.8430493273542601,0.8367346938775511,0.8299753679024822,0.8347780468847679,0.6236559139784946,0.9353233830845771,0.8367346938775511,0.7794896485315359,0.8367346938775511,0.7073170731707317,0.8867924528301886,0.8367346938775511,0.7970547630004601,0.8300196286521971,93.0,201.0,0.8367346938775511,294.0,294.0,0.6073703963781212
1229,0.6766917293233082,0.9320987654320988,0.8169491525423729,0.8043952473777035,0.8446543225609535,0.8910891089108911,0.7783505154639175,0.8169491525423729,0.8347198121874043,0.8169491525423729,0.7692307692307692,0.8483146067415731,0.8169491525423729,0.8087726879861712,0.8212384454243148,101.0,194.0,0.8169491525423729,295.0,295.0,0.6383952381808731
2337,0.6994535519125683,0.918918918918919,0.782312925170068,0.8091862354157436,0.8166510438173202,0.9343065693430657,0.6496815286624203,0.782312925170068,0.7919940490027431,0.782312925170068,0.8,0.7611940298507464,0.782312925170068,0.7805970149253731,0.7792770839679156,137.0,157.0,0.782312925170068,294.0,294.0,0.6009344083174412
2439,0.8429319371727748,0.7211538461538461,0.8,0.7820428916633104,0.7995871929118002,0.8473684210526315,0.7142857142857143,0.8,0.7808270676691729,0.8,0.8451443569553805,0.7177033492822967,0.8,0.7814238531188387,0.7997839982920795,190.0,105.0,0.8,295.0,295.0,0.562868646214165
2498,0.8248175182481752,0.8481012658227848,0.8372881355932204,0.8364593920354799,0.8372881355932204,0.8248175182481752,0.8481012658227848,0.8372881355932204,0.8364593920354799,0.8372881355932204,0.8248175182481752,0.8481012658227848,0.8372881355932204,0.8364593920354799,0.8372881355932204,137.0,158.0,0.8372881355932204,295.0,295.0,0.67291878407096
2618,0.6688311688311688,0.9290780141843972,0.7932203389830509,0.7989545915077829,0.8293902395236691,0.911504424778761,0.7197802197802198,0.7932203389830509,0.8156423222794904,0.7932203389830509,0.7715355805243445,0.8111455108359134,0.7932203389830509,0.7913405456801289,0.7959728934623294,113.0,182.0,0.7932203389830509,295.0,295.0,0.614370316729684
3045,0.7874015748031497,0.7878787878787878,0.7876712328767124,0.7876401813409688,0.7876581585458728,0.7407407407407407,0.8280254777070064,0.7876712328767124,0.7843831092238736,0.7876712328767124,0.7633587786259541,0.8074534161490684,0.7876712328767124,0.7854060973875112,0.7870671967462587,135.0,157.0,0.7876712328767124,292.0,292.0,0.5720140176865022
